"STATUS","START_DATE","START_HOUR","TRANSCRITO","COMPANY_NAME","partido1_apoyo","partido2_apoyo","interaction_user","partido1_apoyo_real","partido2_apoyo_real","partido1_preferencia","partido2_preferencia","gobierno_calificacion"
"failed","2025-04-23T00:00:00.000Z","22:52:09","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:35:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:19:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:12:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:24:23","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:21:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:49:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:41:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""3 2 6 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:50:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:21:34","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:55:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:55:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:40:47","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","22:53:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:14:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:16:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:51:51","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:37:09","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:11:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:54:27","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:19:12","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:41:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:49:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:19:14","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:46:48","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:52:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:52:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:53:53","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""2 2 8."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:39:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:35:32","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:17:57","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""7 7 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:48:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:41:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:10:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:53:56","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 1 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:16:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","20:51:24","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:42:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""3 4 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:48:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:18:42","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:59:30","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:17:33","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:41:17","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:44:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""9 9 1."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:55:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:16:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:20:18","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:16:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""aje después del tono. si necesita volver a grabar, marca el signo de número y espera instrucciones."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:52:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","20:49:57","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:40:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:43:41","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:49:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:52:11","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:22:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:54:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:19:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:40:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:41:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:14:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:42:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","18:43:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:42:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:42:20","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:16:56","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:57:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8 0 4 gracias por mensaje."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:42:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:52:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:42:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:53:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:52:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:16:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:39:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:32:36","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:51:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:45:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:16:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:41:20","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:55:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:21:13","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:18:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:40:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:41:52","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:48:18","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","19:46:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:48:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:36:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:39:52","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:45:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:44:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""3 3 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:38:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:56:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","18:42:56","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:41:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:21:09","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:47:08","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
